DATE,LATITUDE,LONGITUDE,SALINITY,TEMPERATURE,CPHL,Oa01_radiance,Oa02_radiance,Oa03_radiance,Oa04_radiance,Oa05_radiance,Oa06_radiance,Oa07_radiance,Oa08_radiance,Oa09_radiance,Oa10_radiance,Oa11_radiance,Oa12_radiance,Oa13_radiance,Oa14_radiance,Oa15_radiance,Oa16_radiance,Oa17_radiance,Oa18_radiance,Oa19_radiance,Oa20_radiance,Oa21_radiance
6/29/2021,39.00674,0.26497,37.16800177,23.2160011,0.058000003,0,1.17138875,1.12369925,0.9676632,0.6259086,0.6300438,0.28133152,0.1753078,0.1521648,0,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00643,0.26243,37.14900176,23.28900111,0.058000003,116991.7215,1.1780824,1.12369925,0.9619033,0.62086095,0.6300438,0.28133152,0.1753078,0.1521648,64875.64878,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.045072695,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00584,0.25754,37.13200176,22.96900109,0.073000003,58495.86074,1.1780824,1.12369925,0.9619033,0.62086095,0.6300438,0.28133152,0.1753078,0.15691995,32437.82439,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00528,0.25284,37.15000176,22.90400109,0.058000003,58495.86074,1.17138875,1.12369925,0.9676632,0.6259086,0.6300438,0.28133152,0.1753078,0.1521648,32437.82439,0.097950835,0.0863952,0.07121998,0.0302792,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.0047,0.24807,37.16200177,22.78600108,0.073000003,0,1.1780824,1.12369925,0.9676632,0.62086095,0.6300438,0.28133152,0.1753078,0.15691995,0,0.097950835,0.0863952,0.0749684,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00413,0.24332,37.16100177,22.52200107,0.073000003,116991.7215,1.17138875,1.12369925,0.9676632,0.62086095,0.6300438,0.28133152,0.1753078,0.15691995,64875.64878,0.097950835,0.0863952,0.0749684,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00332,0.23658,37.17400177,22.38700106,0.080000004,116991.7215,1.1780824,1.12369925,0.9619033,0.62086095,0.6300438,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.045072695,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,39.00304,0.23427,37.17800177,22.27300106,0.073000003,116991.7215,1.1780824,1.1297733,0.9619033,0.62086095,0.6300438,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.045072695,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,39.00253,0.23005,37.21300177,22.00400105,0.066000003,58495.86074,1.1780824,1.1297733,0.9676632,0.62086095,0.6300438,0.28133152,0.179690495,0.15691995,32437.82439,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00228,0.22794,37.23300177,21.98200104,0.080000004,58495.86074,1.1780824,1.1297733,0.9676632,0.62086095,0.6300438,0.28133152,0.179690495,0.15691995,32437.82439,0.10132845,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00178,0.22378,37.25400177,21.76600103,0.058000003,58495.86074,1.1780824,1.1297733,0.9676632,0.6158133,0.6300438,0.28133152,0.1753078,0.1521648,32437.82439,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,39.00128,0.21962,37.57500178,20.60100098,0.073000003,0,1.17138875,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.179690495,0.15691995,0,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00083,0.21589,37.37400178,21.031001,0.066000003,58495.86074,1.17138875,1.12369925,0.9676632,0.6158133,0.6238669,0.28133152,0.179690495,0.1521648,32437.82439,0.10132845,0.0863952,0.07121998,0.0346048,0.028972845,0.045072695,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,39.0038,0.21091,37.12700176,23.97300114,0.066000003,0,1.1780824,1.12369925,0.9619033,0.62086095,0.6238669,0.28133152,0.1753078,0.1521648,0,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00337,0.21089,37.49900178,20.75300099,0.073000003,0,1.1780824,1.12369925,0.9619033,0.62086095,0.6238669,0.28133152,0.1753078,0.1521648,0,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00224,0.21084,37.56400178,20.62800098,0.088000004,58495.86074,1.1780824,1.12369925,0.9676632,0.62086095,0.6300438,0.28133152,0.1753078,0.1521648,32437.82439,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00148,0.2108,37.54800178,20.64300098,0.080000004,58495.86074,1.1780824,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.1753078,0.1521648,32437.82439,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00648236
6/29/2021,39.00109,0.21078,37.54800178,20.09500095,0.088000004,58495.86074,1.1780824,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.179690495,0.1521648,32437.82439,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00486177
6/29/2021,39.00073,0.21076,37.54200178,20.09300095,0.095000005,58495.86074,1.1780824,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.179690495,0.1521648,32437.82439,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00486177
6/29/2021,38.99929,0.21069,37.51800178,20.46200097,0.080000004,58495.86074,1.1780824,1.12369925,0.9676632,0.6158133,0.6238669,0.28133152,0.179690495,0.1521648,32437.82439,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00486177
6/29/2021,38.99858,0.21066,37.44000178,20.92600099,0.080000004,116991.7215,1.1780824,1.12369925,0.9676632,0.6158133,0.6238669,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01142323,0.00486177
6/29/2021,38.99789,0.21063,37.50400178,20.81400099,0.102000005,116991.7215,1.17138875,1.12369925,0.9676632,0.6158133,0.6238669,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.99721,0.21059,37.61700179,20.71200098,0.109000005,116991.7215,1.17138875,1.12369925,0.9676632,0.6158133,0.6238669,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.99686,0.21058,37.59300179,20.36200097,0.102000005,116991.7215,1.17138875,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.99619,0.21054,37.54200178,20.89100099,0.109000005,116991.7215,1.17138875,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0346048,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.99514,0.21049,37.64600179,22.55500107,0.095000005,116991.7215,1.1780824,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0302792,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.9948,0.21048,37.65000179,21.41300102,0.117000006,116991.7215,1.1780824,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0302792,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.99415,0.21045,37.75600179,21.96300104,0.095000005,116991.7215,1.1780824,1.12369925,0.9676632,0.6158133,0.6300438,0.28133152,0.179690495,0.15691995,64875.64878,0.097950835,0.0863952,0.07121998,0.0302792,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.99317,0.2104,37.74100179,22.94500109,0.088000004,116991.7215,1.1780824,1.12369925,0.9676632,0.6158133,0.6238669,0.28133152,0.179690495,0.1521648,64875.64878,0.097950835,0.0863952,0.07121998,0.0302792,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.99251,0.21037,37.74400179,23.32100111,0.088000004,116991.7215,1.1780824,1.1297733,0.9676632,0.6158133,0.6238669,0.28133152,0.179690495,0.1521648,64875.64878,0.097950835,0.0863952,0.07121998,0.0302792,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
6/29/2021,38.9922,0.21035,37.73700179,23.28700111,0.102000005,116991.7215,1.1780824,1.1297733,0.9676632,0.6158133,0.6238669,0.28133152,0.179690495,0.1521648,64875.64878,0.097950835,0.0863952,0.07121998,0.0302792,0.028972845,0.04242136,0.04190534,0.03024791,0.02514235,0.01305512,0.00648236
